200,94,96,1,
201,95,149,46,
202,95,146,39,
203,95,143,50,
204,95,140,26,
205,95,137,6,
206,95,132,34,
207,95,131,30,
208,95,96,48,
209,96,157,1,
210,96,153,35,
211,96,151,11,
212,97,98,9,
213,99,100,27,
214,99,101,44,
215,99,102,40,
216,100,101,32,
217,100,102,25,
218,101,102,27,
219,103,104,5,
220,103,105,45,
221,104,105,1,
222,106,107,14,
223,106,108,47,
224,107,108,44,
225,109,110,6,
226,111,112,37,
227,111,113,9,
228,111,114,44,
229,112,113,3,
230,112,114,48,
231,113,114,13,
232,115,116,5,
233,115,117,40,
234,115,118,7,
235,115,119,47,
236,116,117,9,
237,116,118,35,
238,116,119,24,
239,117,118,46,
240,117,119,1,
241,118,119,32,
242,120,121,21,
243,122,123,15,
244,122,124,7,
245,122,125,50,
246,122,126,39,
247,123,124,4,
248,123,125,15,
249,123,126,14,
250,124,125,20,
251,124,126,19,
252,125,126,16,
253,128,129,31,
254,130,131,45,
255,132,133,45,
256,132,134,16,
257,132,135,46,
258,132,136,18,
259,133,134,27,
260,133,135,28,
261,133,136,15,
262,134,135,3,
263,134,136,12,
264,135,136,14,
265,138,139,24,
266,138,140,49,
267,138,141,27,
268,138,142,30,
269,139,140,32,
270,139,141,49,
271,139,142,13,
272,140,141,30,
273,140,142,7,
274,141,142,1,
275,144,145,45,
276,144,146,33,
277,145,146,6,
278,147,148,18,
279,147,149,46,
280,147,150,11,
281,148,149,17,
282,148,150,20,
283,149,150,15,
284,152,153,20,
285,152,154,13,
286,152,155,18,
287,153,154,21,
288,153,155,44,
289,154,155,24,
290,156,157,4,
291,156,158,10,
292,156,159,42,
293,157,158,28,
294,157,159,16,
295,158,159,48,
296,92,60,41,
297,62,0,41,
298,2,90,43,
299,30,60,1,
300,31,96,10,
301,93,30,22,
302,92,101,2,
303,0,35,6,
304,30,106,17,
305,92,54,39,
306,31,153,39,
307,62,16,17,
308,93,116,41,
309,2,130,40,
310,61,138,48,
311,1,102,47,
312,90,79,1,
313,30,54,46,
314,0,46,30,
315,93,59,5,
316,2,36,22,
317,61,38,15,
318,91,127,1,
319,62,147,28,
320,91,15,7,
321,1,10,13,
322,94,29,50,
323,95,113,13,
324,61,153,48,
325,94,130,15,
326,90,71,22,
327,31,71,41,
328,90,19,15,
329,62,149,50,
330,90,54,28,
331,31,72,18,
332,30,101,11,
333,95,70,30,
334,60,77,49,
335,0,15,25,
336,30,131,24,
337,32,138,44,
338,60,131,41,
339,0,57,1,
340,62,40,36,
341,90,15,49,
342,96,159,4,
343,93,119,19,
344,93,129,44,
345,30,114,13,
346,92,66,49,
347,96,147,47,
348,93,105,22,
349,61,40,50,
350,1,4,25,
351,96,105,11,
352,90,87,43,
353,62,154,3,
354,30,126,22,
355,62,115,28,
356,61,123,33,
357,31,120,8,
358,92,107,12,
359,94,136,35,
360,92,155,40,
361,1,24,46,
362,61,129,27,
363,0,8,34,
364,95,69,26,
365,32,43,12,
366,92,110,20,
367,60,35,50,
368,2,25,10,
369,31,63,11,
370,92,26,24,
371,2,149,21,
372,90,21,18,
373,91,121,13,
374,0,38,14,
375,60,24,1,
376,31,53,26,
377,95,81,24,
378,60,116,42,
379,2,151,11,
380,0,63,19,
381,94,142,40,
382,91,27,19,
383,32,142,34,
384,91,63,21,
385,31,101,15,
386,0,74,4,
387,30,68,49,
388,60,5,44,
389,91,10,15,
390,91,126,26,
391,95,66,26,
392,95,84,32,
393,0,135,18,
394,31,155,19,
395,62,39,30,
396,1,6,35,
397,92,140,3,
398,32,151,16,
399,96,51,11,
400,92,10,4,
401,90,114,45,
402,61,106,35,
403,60,147,45,
404,2,66,38,
405,91,73,32,
406,30,89,48,
407,94,13,27,
408,1,16,32,
409,96,89,2,
410,0,150,41,
411,91,50,38,
412,90,104,3,
413,93,24,45,
414,90,36,45,
415,1,35,47,
416,93,53,10,
417,30,24,29,
418,30,143,24,
419,30,119,14,
420,32,133,2,
421,96,23,1,
422,1,133,15,
423,96,17,8,
424,32,57,32,
425,0,106,21,
426,94,89,18,
427,60,144,48,
428,2,105,44,
429,94,22,36,
430,91,68,27,
431,31,23,10,
432,32,52,13,
433,2,38,21,
434,1,38,48,
435,96,65,49,
436,60,98,48,
437,1,89,9,
438,31,70,26,
439,93,26,22,
440,61,84,43,
441,32,45,11,
442,94,152,1,
443,93,16,43,
444,62,140,20,
445,1,58,4,
446,32,87,31,
447,61,132,29,
448,61,16,11,
449,91,143,46,
450,2,58,34,
451,62,108,8,
452,32,101,17,
453,94,124,9,
454,93,153,47,
455,91,54,12,
456,61,110,37,
457,31,77,45,
458,1,29,33,
459,31,129,28,
460,62,33,41,
461,2,107,10,
462,83,123,4,
463,101,117,47,
464,55,35,49,
465,116,120,2,
466,106,37,43,
467,54,45,20,
468,16,153,14,
469,52,158,32,
470,16,89,28,
471,13,116,25,
472,15,64,2,
473,130,120,30,
474,151,138,34,
475,143,67,5,
476,102,106,44,
477,58,79,45,
478,130,98,11,
479,54,4,14,
480,136,46,42,
481,21,127,39,
482,59,21,27,
483,4,113,49,
484,38,146,33,
485,104,127,48,
486,46,52,3,
487,147,4,14,
488,5,15,1,
489,118,136,39,
490,56,106,9,
491,35,54,22,
492,29,46,8,
493,146,113,33,
494,57,124,24,
495,153,142,19,
496,78,130,8,
497,129,40,24,
498,71,143,24,
499,20,71,13,
500,150,21,12,
501,19,145,41,
502,141,149,21,
503,3,23,45,
504,54,88,45,
505,139,72,14,
506,154,29,1,
507,101,155,6,
508,26,70,9,
509,97,133,9,
510,77,59,38,
511,54,15,27,
512,131,103,18,
513,40,150,20,
514,138,156,34,
515,118,131,10,
516,16,152,36,
517,54,7,7,
518,82,57,48,
519,141,145,32,
520,40,36,34,
521,73,15,33,
522,50,57,45,
523,159,75,27,
524,71,119,46,
525,129,142,14,
526,44,114,46,
527,26,14,11,
528,66,51,13,
529,28,147,22,
530,157,80,45,
531,105,141,27,
532,151,40,40,
533,134,46,31,
534,4,97,26,
535,158,105,50,
536,41,151,1,
537,87,53,4,
538,97,154,39,
539,126,131,18,
540,133,115,50,
541,36,25,3,
542,123,39,3,
543,137,120,25,
544,44,13,40,
545,107,113,5,
546,42,136,41,
547,120,89,22,
548,155,130,23,
549,16,24,3,
550,98,127,46,
551,129,72,17,
552,19,8,2,
553,107,131,47,
554,69,41,49,
555,35,43,7,
556,57,64,47,
557,110,150,21,
558,121,35,48,
559,25,68,24,
560,25,148,30,
561,21,63,42,
562,56,71,25,
563,26,6,18,
564,107,149,50,
565,99,128,7,
566,21,101,21,
567,127,121,47,
568,102,66,29,
569,38,54,35,
570,137,24,12,
571,16,102,42,
572,53,17,29,
573,84,81,11,
574,77,74,37,
575,116,12,33,
576,16,151,18,
577,151,27,28,
578,63,57,10,
579,66,142,22,
580,14,116,21,
581,27,44,13,
582,115,142,5,
583,37,47,45,
584,63,37,21,
585,150,101,45,
586,127,4,20,
587,74,12,23,
588,124,68,4,
589,105,38,36,
590,5,116,10,
591,27,10,12,
592,110,8,40,
593,126,109,21,
594,44,66,32,
595,19,79,21,
596,71,149,48,
597,128,84,40,
598,103,17,40,
599,135,40,21,
600,20,155,25,
601,53,25,25,
602,39,104,33,
603,36,6,37,
604,126,76,7,
605,140,144,41,
606,63,151,16,
607,8,66,2,
608,51,41,22,
609,106,10,38,
610,59,45,1,
611,114,53,22,
612,105,106,39,
613,71,148,44,
614,147,106,8,
615,107,66,15,
616,110,20,25,
617,73,119,35,
618,8,89,34,
619,150,119,30,
620,13,49,40,
621,11,16,15,
